,Irma,Ian,Wilma,Frances,Jeanne,Charley,Ivan,Michael
34104,5915.0,3198.0,1414.0,0.0,0.0,56.0,0.0,0.0
34105,2438.0,903.0,445.0,0.0,0.0,15.0,0.0,0.0
34106,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
34107,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
34108,2333.0,1387.0,591.0,0.0,0.0,104.0,0.0,0.0
34109,4122.0,1483.0,587.0,1.0,0.0,49.0,0.0,0.0
34110,3251.0,1459.0,516.0,0.0,0.0,85.0,0.0,0.0
34112,6272.0,3961.0,1798.0,0.0,0.0,79.0,0.0,0.0
34113,5010.0,2142.0,1162.0,0.0,0.0,30.0,0.0,0.0
34114,3955.0,2068.0,844.0,0.0,0.0,25.0,0.0,0.0
34115,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34116,9101.0,3734.0,1602.0,1.0,0.0,97.0,0.0,0.0
34117,4304.0,1360.0,873.0,0.0,0.0,36.0,0.0,0.0
34119,4935.0,1360.0,558.0,0.0,0.0,12.0,0.0,0.0
34120,7657.0,2746.0,1208.0,0.0,0.0,48.0,0.0,0.0
34123,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34125,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34126,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
34129,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34132,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34133,0.0,1.0,11.0,0.0,0.0,2.0,0.0,0.0
34134,1659.0,2983.0,269.0,19.0,0.0,139.0,7.0,0.0
34135,7185.0,3835.0,1199.0,22.0,0.0,236.0,7.0,0.0
34136,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
34137,91.0,18.0,71.0,0.0,0.0,5.0,0.0,0.0
34138,181.0,75.0,181.0,0.0,0.0,3.0,0.0,0.0
34139,335.0,120.0,167.0,0.0,0.0,6.0,0.0,0.0
34140,234.0,94.0,62.0,0.0,0.0,1.0,0.0,0.0
34141,56.0,26.0,18.0,0.0,0.0,0.0,0.0,0.0
34142,5679.0,2883.0,1552.0,4.0,3.0,40.0,0.0,3.0
34143,12.0,11.0,61.0,0.0,0.0,1.0,0.0,0.0
34145,2580.0,1065.0,920.0,0.0,0.0,18.0,0.0,0.0
34146,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0
34147,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34159,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34175,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34183,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34194,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34201,77.0,71.0,0.0,0.0,3.0,1.0,0.0,3.0
34202,531.0,627.0,0.0,8.0,17.0,6.0,0.0,17.0
34203,2834.0,2830.0,0.0,141.0,389.0,81.0,22.0,389.0
34204,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34205,4403.0,3545.0,0.0,145.0,341.0,70.0,20.0,341.0
34206,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
34207,4522.0,4101.0,0.0,85.0,206.0,33.0,16.0,206.0
34208,4852.0,4341.0,0.0,315.0,850.0,151.0,71.0,850.0
34209,2536.0,1619.0,0.0,32.0,84.0,13.0,6.0,84.0
34210,1253.0,1027.0,0.0,23.0,45.0,11.0,7.0,45.0
34211,235.0,488.0,0.0,3.0,3.0,8.0,1.0,3.0
34212,577.0,757.0,0.0,8.0,17.0,10.0,2.0,17.0
34214,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34215,44.0,25.0,0.0,5.0,1.0,2.0,1.0,1.0
34216,37.0,29.0,0.0,7.0,10.0,4.0,0.0,10.0
34217,380.0,149.0,0.0,24.0,21.0,9.0,0.0,21.0
34218,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
34219,853.0,1100.0,0.0,17.0,26.0,12.0,3.0,26.0
34220,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
34221,4041.0,3775.0,0.0,270.0,626.0,108.0,27.0,626.0
34222,1269.0,1211.0,0.0,12.0,67.0,7.0,0.0,67.0
34223,1491.0,5217.0,0.0,20.0,23.0,66.0,0.0,23.0
34224,1290.0,6692.0,0.0,19.0,26.0,222.0,0.0,26.0
34226,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
34227,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34228,166.0,115.0,0.0,4.0,7.0,5.0,1.0,7.0
34229,286.0,437.0,0.0,6.0,5.0,2.0,0.0,5.0
34230,1.0,2.0,0.0,4.0,1.0,2.0,0.0,1.0
34231,3017.0,2408.0,0.0,16.0,40.0,11.0,0.0,40.0
34232,2450.0,2703.0,0.0,23.0,56.0,20.0,0.0,56.0
34233,1124.0,1236.0,1.0,10.0,8.0,4.0,0.0,8.0
34234,3856.0,3727.0,0.0,328.0,654.0,280.0,0.0,654.0
34235,928.0,1014.0,0.0,17.0,33.0,10.0,0.0,33.0
34236,607.0,462.0,0.0,46.0,94.0,31.0,0.0,94.0
34237,1582.0,1414.0,0.0,35.0,59.0,25.0,0.0,59.0
34238,534.0,973.0,0.0,4.0,7.0,0.0,0.0,7.0
34239,1737.0,966.0,0.0,14.0,23.0,12.0,0.0,23.0
34240,570.0,944.0,0.0,3.0,15.0,5.0,0.0,15.0
34241,770.0,1049.0,0.0,8.0,13.0,9.0,0.0,13.0
34242,323.0,243.0,0.0,5.0,9.0,3.0,0.0,9.0
34243,1939.0,1804.0,0.0,23.0,69.0,19.0,4.0,69.0
34244,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
34246,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
34249,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34250,67.0,14.0,0.0,3.0,3.0,1.0,0.0,3.0
34251,448.0,887.0,0.0,30.0,63.0,247.0,4.0,63.0
34252,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34254,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
34260,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
34264,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
34265,5.0,2.0,0.0,9.0,15.0,50.0,0.0,15.0
34266,4080.0,6675.0,0.0,647.0,933.0,7007.0,1.0,933.0
34267,1.0,6.0,0.0,7.0,12.0,184.0,0.0,12.0
34268,21.0,27.0,0.0,42.0,58.0,310.0,0.0,58.0
34269,335.0,1450.0,0.0,43.0,37.0,1218.0,0.0,37.0
34270,28.0,10.0,0.0,0.0,13.0,2.0,1.0,13.0
34272,2.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0
34274,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
34275,1368.0,2595.0,0.0,14.0,20.0,14.0,0.0,20.0
34277,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34278,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
34280,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34281,7.0,2.0,0.0,1.0,9.0,0.0,0.0,9.0
34284,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34285,1036.0,3128.0,0.0,10.0,20.0,10.0,0.0,20.0
34286,1493.0,5605.0,0.0,28.0,27.0,296.0,0.0,27.0
34287,2023.0,8422.0,0.0,33.0,60.0,287.0,0.0,60.0
34288,711.0,3838.0,0.0,4.0,5.0,366.0,0.0,5.0
34289,115.0,531.0,0.0,2.0,2.0,19.0,0.0,2.0
34291,672.0,2052.0,0.0,0.0,0.0,0.0,0.0,0.0
34292,421.0,1503.0,0.0,3.0,8.0,7.0,0.0,8.0
34293,3494.0,7733.0,0.0,15.0,37.0,52.0,0.0,37.0
34294,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34295,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34307,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34308,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34315,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34317,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34318,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34319,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34321,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34323,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34324,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
34328,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34331,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
34333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34342,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34371,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34404,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34408,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34411,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34412,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34413,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
34417,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34418,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34420,3352.0,6.0,0.0,649.0,433.0,0.0,13.0,433.0
34421,1.0,1.0,0.0,18.0,13.0,0.0,1.0,13.0
34423,1.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0
34428,889.0,0.0,0.0,366.0,187.0,0.0,11.0,187.0
34429,980.0,1.0,0.0,258.0,151.0,0.0,14.0,151.0
34430,3.0,0.0,0.0,10.0,11.0,0.0,1.0,11.0
34431,656.0,2.0,0.0,227.0,155.0,2.0,11.0,155.0
34432,1280.0,3.0,0.0,358.0,229.0,0.0,13.0,229.0
34433,670.0,1.0,0.0,156.0,96.0,0.0,5.0,96.0
34434,768.0,2.0,0.0,116.0,118.0,0.0,4.0,118.0
34436,1059.0,3.0,0.0,331.0,297.0,0.0,11.0,297.0
34439,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
34442,1348.0,3.0,0.0,427.0,340.0,0.0,31.0,340.0
34445,15.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0
34446,1297.0,3.0,0.0,330.0,203.0,0.0,12.0,203.0
34447,2.0,0.0,0.0,27.0,16.0,0.0,2.0,16.0
34448,1521.0,0.0,0.0,474.0,243.0,0.0,17.0,243.0
34449,179.0,0.0,1.0,224.0,119.0,11.0,1.0,119.0
34450,1117.0,2.0,0.0,259.0,257.0,0.0,7.0,257.0
34451,2.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0
34452,1564.0,3.0,0.0,255.0,137.0,0.0,11.0,137.0
34453,1153.0,0.0,0.0,220.0,129.0,0.0,7.0,129.0
34454,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34460,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
34461,592.0,0.0,0.0,195.0,108.0,0.0,3.0,108.0
34464,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
34465,1266.0,4.0,0.0,272.0,96.0,0.0,9.0,96.0
34467,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34468,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34470,3127.0,8.0,0.0,616.0,436.0,0.0,31.0,436.0
34471,3671.0,3.0,0.0,767.0,499.0,0.0,19.0,499.0
34472,3856.0,5.0,0.0,803.0,588.0,0.0,34.0,588.0
34473,2712.0,3.0,0.0,307.0,228.0,0.0,18.0,228.0
34474,1547.0,4.0,0.0,626.0,460.0,0.0,35.0,460.0
34475,3568.0,2.0,0.0,753.0,754.0,0.0,58.0,754.0
34476,1584.0,6.0,0.0,359.0,224.0,0.0,11.0,224.0
34477,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
34478,4.0,0.0,0.0,5.0,9.0,0.0,1.0,9.0
34479,2005.0,5.0,0.0,515.0,387.0,1.0,14.0,387.0
34480,3834.0,6.0,0.0,762.0,469.0,0.0,24.0,469.0
34481,1034.0,3.0,1.0,302.0,199.0,0.0,12.0,199.0
34482,2653.0,4.0,0.0,677.0,539.0,0.0,31.0,539.0
34483,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
34484,515.0,1.0,0.0,132.0,107.0,0.0,0.0,107.0
34485,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34487,0.0,0.0,0.0,4.0,5.0,0.0,1.0,5.0
34488,1617.0,1.0,0.0,561.0,396.0,0.0,17.0,396.0
34489,1.0,0.0,0.0,12.0,7.0,0.0,0.0,7.0
34491,3733.0,2.0,0.0,693.0,529.0,0.0,21.0,529.0
34492,5.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0
34493,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
34494,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
34497,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
34498,16.0,0.0,0.0,52.0,24.0,2.0,0.0,24.0
34521,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34552,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
34563,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
34570,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34577,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34579,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
34590,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
34591,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
34592,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
34593,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
34595,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34597,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
34601,4291.0,6.0,0.0,813.0,765.0,0.0,0.0,765.0
34602,1129.0,0.0,0.0,192.0,199.0,0.0,0.0,199.0
34603,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
34604,1213.0,3.0,0.0,150.0,138.0,1.0,0.0,138.0
34605,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
34606,1640.0,6.0,1.0,201.0,146.0,0.0,0.0,146.0
34607,458.0,1.0,0.0,144.0,103.0,0.0,0.0,103.0
34608,2212.0,8.0,0.0,297.0,162.0,0.0,0.0,162.0
34609,1887.0,5.0,0.0,317.0,196.0,0.0,0.0,196.0
34610,1226.0,153.0,0.0,161.0,183.0,20.0,8.0,183.0
34613,1058.0,5.0,0.0,160.0,135.0,0.0,0.0,135.0
34614,472.0,1.0,0.0,69.0,61.0,0.0,0.0,61.0
34629,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
34636,1.0,0.0,0.0,8.0,6.0,0.0,0.0,6.0
34637,139.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
34638,1087.0,267.0,0.0,1.0,1.0,0.0,1.0,1.0
34639,1697.0,270.0,0.0,133.0,160.0,22.0,13.0,160.0
34641,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
34643,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34647,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34652,4221.0,421.0,0.0,336.0,474.0,44.0,22.0,474.0
34653,3519.0,472.0,0.0,153.0,279.0,30.0,11.0,279.0
34654,1734.0,239.0,0.0,223.0,228.0,46.0,11.0,228.0
34655,2164.0,322.0,0.0,106.0,151.0,19.0,13.0,151.0
34660,3.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0
34661,30.0,0.0,0.0,11.0,25.0,0.0,0.0,25.0
34662,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
34667,2642.0,393.0,0.0,301.0,431.0,36.0,19.0,431.0
34668,6117.0,933.0,0.0,377.0,549.0,58.0,28.0,549.0
34669,1201.0,174.0,0.0,155.0,168.0,16.0,6.0,168.0
34673,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
34677,1428.0,451.0,0.0,41.0,68.0,0.0,0.0,68.0
34678,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34679,20.0,1.0,0.0,10.0,6.0,2.0,0.0,6.0
34680,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
34681,138.0,8.0,0.0,3.0,16.0,0.0,0.0,16.0
34682,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34683,3562.0,477.0,0.0,82.0,182.0,0.0,0.0,182.0
34684,2548.0,379.0,0.0,34.0,92.0,0.0,0.0,92.0
34685,970.0,233.0,0.0,11.0,30.0,0.0,0.0,30.0
34688,366.0,80.0,0.0,5.0,22.0,0.0,0.0,22.0
34689,3696.0,641.0,0.0,98.0,184.0,0.0,0.0,184.0
34690,2636.0,291.0,0.0,57.0,133.0,8.0,3.0,133.0
34691,4950.0,531.0,0.0,232.0,345.0,23.0,9.0,345.0
34692,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34695,1740.0,303.0,0.0,41.0,106.0,0.0,0.0,106.0
34697,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34698,5061.0,672.0,0.0,109.0,284.0,0.0,0.0,284.0
34699,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34705,383.0,60.0,0.0,39.0,65.0,8.0,1.0,65.0
34711,5015.0,1614.0,0.0,814.0,1259.0,198.0,26.0,1259.0
34712,3.0,1.0,0.0,1.0,5.0,1.0,0.0,5.0
34713,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
34714,1897.0,975.0,0.0,10.0,11.0,4.0,0.0,11.0
34715,1663.0,495.0,0.0,42.0,46.0,9.0,0.0,46.0
34716,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
34717,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34721,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
34722,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34729,9.0,0.0,0.0,9.0,8.0,2.0,0.0,8.0
34731,1451.0,276.0,0.0,283.0,251.0,19.0,9.0,251.0
34734,441.0,178.0,0.0,70.0,107.0,49.0,6.0,107.0
34736,2175.0,723.0,0.0,293.0,398.0,73.0,9.0,398.0
34737,259.0,55.0,0.0,49.0,82.0,10.0,2.0,82.0
34738,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34739,78.0,35.0,0.0,83.0,199.0,38.0,2.0,199.0
34740,1.0,0.0,0.0,5.0,1.0,3.0,1.0,1.0
34741,5309.0,6485.0,0.0,1470.0,1331.0,4724.0,20.0,1331.0
34742,5.0,4.0,0.0,3.0,4.0,9.0,0.0,4.0
34743,5237.0,4440.0,1.0,1454.0,1083.0,5048.0,24.0,1083.0
34744,5531.0,5890.0,0.0,1287.0,1125.0,5083.0,22.0,1125.0
34745,3.0,1.0,0.0,2.0,3.0,4.0,0.0,3.0
34746,5919.0,5691.0,0.0,958.0,997.0,3692.0,15.0,997.0
34747,954.0,1195.0,0.0,133.0,178.0,172.0,3.0,178.0
34748,4306.0,1408.0,0.0,532.0,670.0,73.0,27.0,670.0
34749,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
34751,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34753,792.0,274.0,0.0,67.0,123.0,10.0,2.0,123.0
34755,2.0,0.0,0.0,14.0,13.0,0.0,0.0,13.0
34756,304.0,88.0,0.0,69.0,95.0,23.0,1.0,95.0
34757,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
34758,5909.0,3732.0,0.0,824.0,883.0,3291.0,18.0,883.0
34759,5288.0,3821.0,0.0,527.0,697.0,2213.0,11.0,697.0
34760,121.0,38.0,0.0,29.0,32.0,23.0,1.0,32.0
34761,4854.0,2383.0,0.0,506.0,815.0,284.0,21.0,815.0
34762,124.0,19.0,0.0,28.0,41.0,3.0,1.0,41.0
34763,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34764,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34766,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
34767,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34768,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34769,2146.0,1846.0,0.0,712.0,799.0,1686.0,12.0,799.0
34770,1.0,1.0,0.0,2.0,6.0,4.0,1.0,6.0
34771,1604.0,1547.0,0.0,600.0,655.0,1059.0,16.0,655.0
34772,2367.0,1686.0,0.0,674.0,788.0,1275.0,3.0,788.0
34773,299.0,217.0,0.0,137.0,265.0,84.0,4.0,265.0
34774,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
34775,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34777,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0
34778,0.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0
34780,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34782,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34784,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34785,1838.0,3.0,0.0,476.0,530.0,0.0,0.0,530.0
34786,1382.0,857.0,0.0,203.0,252.0,160.0,4.0,252.0
34787,4919.0,2603.0,0.0,514.0,892.0,334.0,17.0,892.0
34788,1851.0,459.0,0.0,322.0,426.0,39.0,10.0,426.0
34789,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
34791,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34792,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34794,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34797,177.0,27.0,0.0,45.0,50.0,1.0,0.0,50.0
34809,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34818,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34826,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
34827,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
34829,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
34844,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
34881,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34884,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34888,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34892,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34902,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34904,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34905,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34907,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
34921,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34942,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
34945,451.0,0.0,105.0,851.0,532.0,0.0,8.0,532.0
34946,1482.0,3.0,559.0,2209.0,1723.0,0.0,61.0,1723.0
34947,2958.0,8.0,665.0,2449.0,1965.0,0.0,82.0,1965.0
34948,1.0,0.0,3.0,5.0,3.0,0.0,0.0,3.0
34949,498.0,1.0,107.0,2439.0,1905.0,0.0,25.0,1905.0
34950,3498.0,12.0,1157.0,4310.0,3557.0,1.0,138.0,3557.0
34951,1976.0,6.0,494.0,3606.0,2393.0,0.0,26.0,2393.0
34952,3236.0,4.0,1720.0,7322.0,5203.0,0.0,81.0,5203.0
34953,7164.0,16.0,1803.0,6064.0,4179.0,0.0,44.0,4179.0
34954,6.0,0.0,11.0,30.0,40.0,0.0,1.0,40.0
34956,775.0,2.0,633.0,712.0,971.0,1.0,25.0,971.0
34957,1272.0,3.0,1017.0,3800.0,3619.0,0.0,56.0,3619.0
34958,1.0,0.0,3.0,18.0,9.0,0.0,0.0,9.0
34961,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
34966,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
34967,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
34968,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
34972,2387.0,869.0,829.0,2250.0,2601.0,51.0,64.0,2601.0
34973,2.0,0.0,11.0,25.0,42.0,0.0,1.0,42.0
34974,3172.0,1142.0,1238.0,3378.0,3602.0,67.0,50.0,3602.0
34975,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34979,1.0,0.0,0.0,6.0,4.0,0.0,0.0,4.0
34981,520.0,0.0,112.0,651.0,485.0,0.0,11.0,485.0
34982,3261.0,9.0,957.0,5108.0,3438.0,0.0,72.0,3438.0
34983,4310.0,10.0,1494.0,6525.0,4177.0,0.0,70.0,4177.0
34984,1414.0,5.0,552.0,2188.0,1452.0,0.0,17.0,1452.0
34985,2.0,0.0,1.0,5.0,8.0,0.0,0.0,8.0
34986,1558.0,4.0,361.0,1173.0,929.0,0.0,4.0,929.0
34987,479.0,1.0,87.0,302.0,211.0,0.0,1.0,211.0
34988,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0
34990,1057.0,4.0,635.0,2343.0,2037.0,0.0,27.0,2037.0
34991,1.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0
34992,1.0,0.0,18.0,44.0,37.0,0.0,0.0,37.0
34994,1053.0,5.0,655.0,2014.0,1876.0,0.0,23.0,1876.0
34995,0.0,0.0,6.0,26.0,23.0,0.0,0.0,23.0
34996,425.0,1.0,242.0,1179.0,1061.0,0.0,15.0,1061.0
34997,2399.0,6.0,1699.0,5165.0,4496.0,0.0,70.0,4496.0
34998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
